ST	CARRIER	PLANID	PLANNAME	NETWK	AREA	PREMI27	PREMI50	PREMC2C30	PREMI2C30	INMDI	INMDIA	INMDI_TIERS	INMDIA_2	INDDI	INDDIA	INIDI	INIDIA	ONMDI	ONMDIA	ONDDI	ONDDIA	ONIDI	ONIDIA	INMDF	INMDFA	INMDF_TIERS	INMDFA_2	INDDF	INDDFA	INIDF	INIDFA	ONMDF	ONMDFA	ONDDF	ONDDFA	ONIDF	ONIDFA	INMMOOPI	INMMOOPI_TIERS	INMMOOPI_2	INDMOOPI	INIMOOPI	ONMMOOPI	ONMMOOPIA	ONDMOOPI	ONIMOOPI	INMMOOPF	INMMOOPF_TIERS	INMMOOPF_2	INDMOOPF	INDMOOPFA	INIMOOPF	ONMMOOPF	ONMMOOPFA	ONDMOOPF	ONIMOOPF	INPCCP	INPCCPA	INPCCPSC	INPCCP_TIERS	INPCCPA_2	INPCCI	INPCCIA	INPCCIA_CP	INPCCI_TIERS	INPCCI_TIER2CP	INPCCI_TIER3CP	INPCCI_TIER4CP	INPCCI_TIER2CI	INPCCI_TIER3CI	INPCCI_TIER2	INPCCI_TIER3	INPCCI_TIER4	ONPCCP	ONPCCPA	ONPCCI	ONPCCIA	ONPCCI_PEN	ONPCCIA_CP	ONPCCIA_MIN	ONPCCIA_FIRST	ONPCCIA_SECOND	ONPCCIA_NONPREF	ONPCCIA_NONPART	ONPCCI_TIERS	ONPCCI_TIER2CI	ONPCCI_TIER2	ONPCCI_TIER3	INSCP	INSCPA	INSCP_TIERS	INSCPA_2	INSCI	INSCIA	INSCIA_CP	INSCI_TIERS	INSCI_TIER2CP	INSCI_TIER3CP	INSCI_TIER4CP	INSCI_TIER2CI	INSCI_TIER2	INSCI_TIER3	INSCI_TIER4	ONSCP	ONSCPA	ONSCI	ONSCIA	ONSCI_PEN	ONSCIA_CP	ONSCIA_MIN	ONSCIA_FIRST	ONSCIA_SECOND	ONSCIA_NONPREF	ONSCIA_NONPART	INERCP	INERCPA	INERCP_TIERS	INERCPA_2	INERCPA_3	INERCPA_4	INERCPA_FIRST	INERCI	INERCIA	INERCIA_CP	INERCI_TIERS	INERCI_TIER2CP	INERCI_TIER2CI	INERCI_TIER2	ONERCP	ONERCPA	ONERCP_FIRST	ONERCP_TIERS	ONERCPA_TIER2	ONERCPA_TIER3	ONERCPA_TIER4	ONERCI	ONERCIA	ONERCI_CP	ONERCI_EMC	ONERCIA_EMC	ONERCI_TIERS	ONERCI_TIER2	ONERCIA_TIER2	ONERCIA_TIER2CP	INIFCP	INIFCPA	INIFCI	INIFCIA	INIFCIA_CP	INIFCI_TIERS	INIFCI_TIER2CI	INIFCI_TIER3CI	INIFCI_TIER4CI	INIFCI_TIER2	INIFCI_TIER3	INIFCI_TIER4	ONIFCP	ONIFCPA	ONIFCI	ONIFCIA	ONIFCI_FEE	ONIFCIA_NONPREF	ONIFCIA_NONPART	ONIFCI_CP	INOFCP	INOFCPA	INOFCPA_ASC	INOFCP_TIERS	INOFCP_TIER2	INOFCP_TIER3	INOFCPA_TIER2CP	INOFCPA_TIER3CP	INOFCPA_MIN	INOFCPA_MAX	INOFCI	INOFCIA	INOFCIA_CP	INOFCIA_ASC	INOFCIA_ASC_CP	INOFCI_TIERS	INOFCI_TIER2CI	INOFCI_TIER3CI	INOFCI_TIER4CI	INOFCI_TIER2CP	INOFCI_TIER2	INOFCI_TIER3	INOFCI_TIER4	INOFCIA_MIND	INOFCIA_MAXD	INOFCIA_PREF	INOFCIA_ALT	ONOFCP	ONOFCPA	ONOFCP_ASC	ONOFCI	ONOFCIA	ONOFCI_CP	ONOFCI_FEE	ONOFCIA_NONPREF	ONOFCIA_NONPART	INGDCP	INGDCPA	INGDCP_TIERS	INGDCP_TIER2	INGDCP_TIER3	INGDCP_TIER4	INGDCP_TIER2CP	INGDCP_TIER3CP	INGDCP_TIER4CP	INGDCP_PCP	INGDCP_SP	INGDCI	INGDCIA	ONGDCP	ONGDCPA	ONGDCPA_NONPREF	ONGDCPA_COONP	ONGDCPA_NCOONP	ONGDCPA_FIRST	ONGDCPA_VALUE	ONGDCPA_SELECT	ONGDCI	ONGDCIA	ONGDCIA_CP	ONGDCI_TIERS	ONGDCI_TIER2	ONGDCIA_TIER2	ONGDCIA_TIER2CP	ONGDCIA_PEN	ONGDCIA_TIER2PEN	INPBDCP	INPBDCPA	INPBDCP_TIERS	INPBDCP_TIER2	INPBDCP_TIER3	INPBDCP_TIER4	INPBDCP_TIER2CP	INPBDCP_TIER3CP	INPBDCP_TIER4CP	INPBDCI	INPBDCIA	ONPBDCP	ONPBDCPA	ONPBDCPA_NONPREF	ONPBDCPA_COONP	ONPBDCPA_NCOONP	ONPBDCI	ONPBDCIA	ONPBDCIA_CP	ONPBDCIA_PEN	ONPBDCIA_MINCP	ONPBDCIA_MAXCP	INNBDCP	INNBDCPA	INNBDCP_TIERS	INNBDCP_TIER2	INNBDCP_TIER2CP	INNBDCI	INNBDCIA	INNBDCI_TIERS	INNBDCI_TIER2	INNBDCI_TIER3	INNBDCI_TIER4	INNBDCI_TIER2CI	INNBDCI_TIER3CI	INNBDCI_TIER4CI	INNBDCIA_MIN	ONNBDCP	ONNBDCPA	ONNBDCPA_NONPREF	ONNBDCPA_COONP	ONNBDCPA_NCOONP	ONNBDCI	ONNBDCIA	ONNBDCIA_CP	ONNBDCIA_PEN	ONNBDCIA_MINCP	ONNBDCIA_MAXCP	INSDCP	INSDCPA	INSDCP_TIERS	INSDCP_TIER2	INSDCP_TIER2CP	INSDCI	INSDCIA	INSDCI_TIERS	INSDCI_TIER2	INSDCI_TIER3	INSDCI_TIER4	INSDCI_TIER2CI	INSDCI_TIER3CI	INSDCI_TIER4CI	INSDCIA_MAX	ONSDCP	ONSDCPA	ONSDCPA_GEN	ONSDCPA_PB	ONSDCPA_NP	ONSDCI	ONSDCIA	ONSDCIA_CP	ONSDCIA_MAXCP	METAL	UNIQUEID
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070115	BlueOptions Everyday Health Plus 1410P	3	11	243.83	415.53	823.62	559.54	1	5750	0		0		0		1	11500	0		0		1	11500	0		0		0		1	23000	4		0		6250	1			6250	1	23000			12500	1		2		12500	1	25000	0		1	75	0	0		0			1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_11_3968
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120035	BlueSelect Predictable Cost Plus 1456P	3	30	243.85	415.57	823.7000000000001	559.6	1	5000	0		0		0		1	12000	0		0		1	10000	0		0		0		1	24000	4		0		6250	1			6250	1	12500			12500	1		2		12500	1	25000	0		1	55	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	75	1					0			1				2	750		1				0					1				0		0			1							0		2	50					3			1							3					1												0			2	50					1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_30_3969
IN	PHP	50816IN0150001	Marquee 2500	2	3	243.95	415.63	824.08	559.85	1	2500	0		1	500	0		3		4		0		1	5000	0		1	1000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		4	30	30	1									99		99									1				0		1		4	30	30	1								99		99									0		1					4	30	250	1				0			1				23	30	250			1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						2	30	1							0		99					99						2	75	1			0		1								99					99						2	300	1			0		1								99					99				S	IN_2_3_3970
VA	Anthem Blue Cross and Blue Shield	88380VA0720009	Anthem HealthKeepers Silver DirectAccess - cbky	2	3	243.91	415.67	823.9	559.74	1	1500	0		2		1	1500	3		4		0		1	3000	0		2		1	3000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	30	35	1									99		99									1				0		1		2	30		1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	30		1							99		99						0			1							2	30				2	50				2							99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	30	1								99					99						0		1			2	30	1								99					99				S	VA_2_3_3971
VA	Anthem Health Plans of Virginia	88380VA0880001	Anthem Blue Cross and Blue Shield HealthKeepers Silver DirectAccess, a Multi-State Plan	2	3	243.91	415.67	823.9	559.74	1	1500	0		2		1	1500	3		4		0		1	3000	0		2		1	3000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	30	35	1									99		99									1				0		1		2	30		1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	30		1							99		99						0			1							2	30				2	50				2							99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	30	1								99					99						0		1			2	30	1								99					99				S	VA_2_3_3972
WI	Anthem Blue Cross and Blue Shield	79475WI0340010	Anthem Silver DirectAccess w/HSA - cbbg	4	14	243.91	415.67	823.9	559.74	1	3000	0		2		1	3000					0		1	6000	0		2		1	6000					0		3600	1			3600	0		0		7200	1		2		7200	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					4	10	200	1				0			1				21	10	200			1				0		6	10	500	1							99		99						0			1							2	10				1												99			99						0		1									2	10	99								99			1						0		1							2	10	99					99						0		1			2	10	1								99					99						0		1			2	10	1								99					99				S	WI_4_14_3973
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120041	BlueSelect Essential 1439	3	48	243.92	415.69	823.9400000000001	559.77	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			29	10					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_48_3974
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070081	BlueOptions Essential 1406	3	1	243.96	415.75	824.06	559.84	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_1_3975
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070081	BlueOptions Essential 1406	3	20	243.96	415.75	824.06	559.84	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_20_3976
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070081	BlueOptions Essential 1406	3	37	243.96	415.75	824.06	559.84	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_37_3977
VA	Anthem Health Plans of Virginia	88380VA0880001	Anthem Blue Cross and Blue Shield HealthKeepers Silver DirectAccess, a Multi-State Plan	2	6	243.96	415.76	824.08	559.86	1	1500	0		2		1	1500	3		4		0		1	3000	0		2		1	3000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	30	35	1									99		99									1				0		1		2	30		1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	30		1							99		99						0			1							2	30				2	50				2							99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	30	1								99					99						0		1			2	30	1								99					99				S	VA_2_6_3978
VA	Anthem Blue Cross and Blue Shield	88380VA0720009	Anthem HealthKeepers Silver DirectAccess - cbky	2	6	243.96	415.76	824.08	559.86	1	1500	0		2		1	1500	3		4		0		1	3000	0		2		1	3000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	30	35	1									99		99									1				0		1		2	30		1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	30		1							99		99						0			1							2	30				2	50				2							99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	30	1								99					99						0		1			2	30	1								99					99				S	VA_2_6_3979
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070093	BlueOptions Essential Plus 1406P	3	31	243.97	415.78	824.12	559.89	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_31_3980
NY	Excellus	Not Available	Silver Select	5	6	415.8	415.8	1207.55	720.29	1	2000	0		1	2000	0		3		4		0		1	4000	0		1	4000	0		3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20		1									99		99									1				0		1		2	20		1								99		99									0		1					2	20		1				0			1				29	20				1				0		2	20		1							99		99						0			1							2	20				1												99			99						2	10	1									0		99								99			1						2	45	1							0		99					99						2	90	1			0		1								99					99						2	90	1			0		1								99					99				S	NY_5_6_3981
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020053	BlueCare Essential Plus 1473P	2	12	244.02	415.86	824.28	560	1	2100	0		2		1	2100	3		4		0		1	4200	0		2		1	4200	3		4		0		4200	1			4200	0		0		8400	1		2		8400	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_2_12_3982
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120053	BlueSelect Essential Plus 1439P	3	11	244.07	415.94	824.42	560.08	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_11_3983
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020041	BlueCare Essential 1473	2	28	244.08	415.97	824.48	560.13	1	2100	0		2		1	2100	3		4		0		1	4200	0		2		1	4200	3		4		0		4200	1			4200	0		0		8400	1		2		8400	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_2_28_3984
TX	Ambetter from Superior Health Plan	87226TX0020005	Ambetter Silver 1 + Vision	2	3	244.13	416.05	824.63	560.24	1	1500	0		1	1000	0		3		4		0		1	3000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	25	1									0		99								99			1						2	75	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	TX_2_3_3985
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020041	BlueCare Essential 1473	2	55	244.35	416.42	825.36	560.73	1	2100	0		2		1	2100	3		4		0		1	4200	0		2		1	4200	3		4		0		4200	1			4200	0		0		8400	1		2		8400	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_2_55_3986
NM	Presbyterian Health Plan, Inc	57173NM0130001	Individual Silver Plan A	2	5	244.38	416.47	825.48	560.81	1	250	0		2		1	250	3		4		0		1	500	0		2		1	500	3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		2	50		1									99		99									1				0		1		2	50		1								99		99									0		1					2	50		1				0			1				29	50				1				0		2	50		1							99		99						0			1							2	50				1												99			99						0		1									2	50	99								99			1						0		1							2	50	99					99						0		1			2	50	1								99					99						0		1			2	50	1								99					99				S	NM_2_5_3987
SC	BlueChoice HealthPlan	49532SC0380009	MyChoice Advantage Silver 1500	3	44	244.38	416.47	677.41	412.74	1	1500	0		0		0		3		4		0								0		3		4		0		6350	1			6350	0		0					2			0		0		1	15	0	0		0			1									99		99									1				0		1		2	50		1								99		99									0		1					4	50	250	1				1			1				0					1				0		2	50		1							99		99						0			1							2	50				1												99			99						1	15	1									0		99								99			1						0		1							2	50	99					99						0		1			2	50	1								99					99						0		1			2	50	1								99					99				S	SC_3_44_3988
SC	BlueChoice HealthPlan	49532SC0380009	MyChoice Advantage Silver 1500	3	46	244.38	416.47	677.41	412.74	1	1500	0		0		0		3		4		0								0		3		4		0		6350	1			6350	0		0					2			0		0		1	15	0	0		0			1									99		99									1				0		1		2	50		1								99		99									0		1					4	50	250	1				1			1				0					1				0		2	50		1							99		99						0			1							2	50				1												99			99						1	15	1									0		99								99			1						0		1							2	50	99					99						0		1			2	50	1								99					99						0		1			2	50	1								99					99				S	SC_3_46_3989
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020061	BlueCare Everyday Health Plus 1498P	2	14	244.54	416.75	826.02	561.17	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	25	0	0		0			1									99		99									1				1	50	1		0			1								99		99									1	500	1					0			1				5	500		1				0					1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_14_3990
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070114	BlueOptions Everyday Health 1410	3	46	244.55	416.76	826.06	561.21	1	5750	0		0		0		1	11500	0		0		1	11500	0		0		0		1	23000	4		0		6250	1			6250	1	23000			12500	1		2		12500	1	25000	0		1	75	0	0		0			1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_46_3991
OH	Paramount Insurance Company	74313OH0210002	Paramount HMO Silver	2	9	244.57	416.79	826.12	561.25	1	1900	0		1	100	0		3		4		0		1	3800	0		1	200	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	35	0	0		0			1									99		99									1				1	70	1		0			1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	15	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	40	1								99					99				S	OH_2_9_3992
OH	Paramount Insurance Company	74313OH0210002	Paramount HMO Silver	2	8	244.57	416.79	826.12	561.25	1	1900	0		1	100	0		3		4		0		1	3800	0		1	200	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	35	0	0		0			1									99		99									1				1	70	1		0			1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	15	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	40	1								99					99				S	OH_2_8_3993
SC	BlueCross BlueShield of South Carolina	26065SC0380003	BlueEssentials Silver 2	3	26	244.6	416.85	678.03	413.12	1	2000	0		2		1	2000	3		4		0						2		0		3		4		0		6350	1			6350	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					2	40		1				0			1				36	40				1				0		2	40		1							0		1	100					0			1							2	40				1												0			2	100					1	10	1									0		99								99			1						0		1							2	40	99					99						0		1			2	40	1								99					99						0		1			2	40	1								99					99				S	SC_3_26_3994
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120060	BlueSelect Everyday Health 1464	3	55	244.62	416.89	826.3	561.37	1	5000	0		0		0		1	10000	0		0		1	10000	0		0		0		1	20000	4		0		6350	1			6350	1	12800			12700	1		2		12700	1	25000	0		1	25	0	0		0			1									0		2	50								1				1	50	1		0			1								0		2	50								1	500	1					0			1				2	500		1				0					1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_55_3995
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070115	BlueOptions Everyday Health Plus 1410P	3	30	244.63	416.9	826.33	561.4	1	5750	0		0		0		1	11500	0		0		1	11500	0		0		0		1	23000	4		0		6250	1			6250	1	23000			12500	1		2		12500	1	25000	0		1	75	0	0		0			1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_30_3996
SC	BlueChoice HealthPlan	49532SC0380006	MyChoice Advantage Silver 2501	3	44	244.66	416.96	678.1900000000001	413.22	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		5650	1			5650	0		0					2			0		0		0			0		2	15		1									99		99									1				0		1		2	15		1								99		99									0		1					2	15		1				1			1				0					1				0		2	15		1							99		99						0			1							2	15				1												99			99						0		1									2	15	99								99			1						0		1							2	15	99					99						0		1			2	15	1								99					99						0		1			2	15	1								99					99				S	SC_3_44_3997
SC	BlueChoice HealthPlan	49532SC0380006	MyChoice Advantage Silver 2501	3	46	244.66	416.96	678.1900000000001	413.22	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		5650	1			5650	0		0					2			0		0		0			0		2	15		1									99		99									1				0		1		2	15		1								99		99									0		1					2	15		1				1			1				0					1				0		2	15		1							99		99						0			1							2	15				1												99			99						0		1									2	15	99								99			1						0		1							2	15	99					99						0		1			2	15	1								99					99						0		1			2	15	1								99					99				S	SC_3_46_3998
ID	PacificSource Health Plans	60597ID0160007	BrightIdea Value Silver 3600	2	6	245	417	826	561	1	3600	0		2		1	3600	1	12000	0		0		1	7200	0		2		1	7200	1	24000	4		0		3600	1			3600	1	24000	2	24000	7200	1		2		7200	1	48000	2	48000	3			0		3			1									0		2	50								1				3		1		3			1								0		2	50								3		1					3			1				0			1				2	50				1				3		3			1							0		2	50					3			1							3					1												0			2	50					3		1									3		99								99			1						3		1							3		99					99						3		1			3		1								99					99						3		1			3		1								99					99				S	ID_2_6_3999
ID	PacificSource Health Plans	60597ID0160007	BrightIdea Value Silver 3600	2	5	245	417	826	561	1	3600	0		2		1	3600	1	12000	0		0		1	7200	0		2		1	7200	1	24000	4		0		3600	1			3600	1	24000	2	24000	7200	1		2		7200	1	48000	2	48000	3			0		3			1									0		2	50								1				3		1		3			1								0		2	50								3		1					3			1				0			1				2	50				1				3		3			1							0		2	50					3			1							3					1												0			2	50					3		1									3		99								99			1						3		1							3		99					99						3		1			3		1								99					99						3		1			3		1								99					99				S	ID_2_5_4000
FL	Florida Health Care Plans	56503FL1330002	IND Essential Plus Silver HMO 53	2	17	244.74	417.08	826.68	561.63	1	1700	0		1	400	0		3		4		0		1	3400	0		1	800	0		3		4		0		3950	1		1500		0		0		7900	1		1	3000		0		0		0			0		2	40		1									99		99									1				0		1		2	40		1								99		99									0		1					2	40		1				0			1				37	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_2_17_4001
FL	Florida Health Care Plans	56503FL1330002	IND Essential Plus Silver HMO 53	2	57	244.74	417.08	826.68	561.63	1	1700	0		1	400	0		3		4		0		1	3400	0		1	800	0		3		4		0		3950	1		1500		0		0		7900	1		1	3000		0		0		0			0		2	40		1									99		99									1				0		1		2	40		1								99		99									0		1					2	40		1				0			1				37	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_2_57_4002
FL	Florida Health Care Plans	56503FL1330002	IND Essential Plus Silver HMO 53	2	64	244.74	417.08	826.68	561.63	1	1700	0		1	400	0		3		4		0		1	3400	0		1	800	0		3		4		0		3950	1		1500		0		0		7900	1		1	3000		0		0		0			0		2	40		1									99		99									1				0		1		2	40		1								99		99									0		1					2	40		1				0			1				37	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_2_64_4003
IL	Health Alliance Medical Plans	20129IL0290001	Guide HMO QHDHP 1750/3500 20% 5500/11000 Rx2	2	10	244.79	417.17	826.86	561.75	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		2	20		1									99		99									1				0		1		2	20		1								99		99									0		1					2	20		1				5	200		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						2	7	1									0		99								99			1						2	35	1							0		99					99						2	70	1			0		1								99					99						2	140	1			0		1								99					99				S	IL_2_10_4004
IL	Health Alliance Medical Plans	20129IL0290001	Guide HMO QHDHP 1750/3500 20% 5500/11000 Rx2	2	9	244.79	417.17	826.86	561.75	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		2	20		1									99		99									1				0		1		2	20		1								99		99									0		1					2	20		1				5	200		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						2	7	1									0		99								99			1						2	35	1							0		99					99						2	70	1			0		1								99					99						2	140	1			0		1								99					99				S	IL_2_9_4005
OH	HealthAmericaOne	98894OH0050002	Silver $10 Copay PPO Plan	1	17	244.79	417.17	826.86	561.75	1	3750	0		1	1000	0		1	6400	0		0		1	7500	0		1	2000	0		1	12800	4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	10	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	500	1					0			1				10	500		1				0					1				0		6	30	500	1							99		99						0			1							2	30				1												0			2	50					1	5	1									0		99								99			1						2	45	1							0		99					99						2	75	1			0		1								99					99						0		1			2	30	1								99					99				S	OH_1_17_4006
